UZ 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
UZ 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction.	LogResource
SA 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
SA 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
KK h	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
NSC 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
ML 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
ML 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
NZ 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction.	LogResource
SNK 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
SNK 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
NSC 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
NSC 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
UUH 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
AS 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
UUH 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
AS 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
HS 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
KAP 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
MAZ 	LogUser
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
enrolled 	LogAction
CS260 Human Computer Interaction 	LogResource
HS 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
KAP 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
MAZ 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Learning course 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Learning course 	LogResource
KK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Learning course 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
KK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
KK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Learning course 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Learning course 	LogResource
KK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Learning course 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
KK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
KK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
Learning course 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction.	LogResource
MS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Learning course 	LogResource
MS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
MS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
MS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MS 	LogUser
viewed 	LogAction
course 	LogInformation
Learning course 	LogResource
MS 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
MS 	LogUser
viewed 	LogAction
course 	LogInformation
News forum 	LogResource
MS 	LogUser
viewed 	LogAction
course 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Learning course 	LogResource
MS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
MS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
MS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MS 	LogUser
viewed 	LogAction
resource 	LogInformation
Learning course 	LogResource
MS 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MS 	LogUser
viewed 	LogAction
resource 	LogInformation
News forum 	LogResource
MS 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-10b-HCI Projects.	LogResource
SA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Project across section? 	LogResource
viewed 	LogAction
SA 	LogUser
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
SA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
SA 	LogUser
viewed 	LogAction
course 	LogInformation
Project across section? 	LogResource
viewed 	LogAction
SA 	LogUser
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
SA 	LogUser
viewed 	LogAction
course 	LogInformation
News forum 	LogResource
SA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Project across section? 	LogResource
SA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
SA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum.	LogResource
KK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
AS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
HM 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
AS 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
HM 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
AS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
HM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
AS 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
HM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design.	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
HCI 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
General HCI Discussions 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
course 	LogInformation
Understandable/Confusing Design 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
DA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
DA h	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design.	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum topic 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogUser
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
News forum 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Suggestions/feedback on various projects 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
A tricoder 	LogResource
MMA 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogUser
Bad cup design! 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogUser
General HCI Discussions 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Bad cup design! 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Bad cup design! 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
SMH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
SMH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
viewed 	LogAction
SAEH 	LogUser
SAEH 	LogUser
forum topic 	LogInformation
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Alacarte Design 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
SAEH 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Alacarte Design 	LogResource
HM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
HM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
HM 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
KAP 	LogUser
viewed 	LogAction
course 	LogInformation
Understandable/Confusing Design 	LogResource
RA 	LogUser
viewed 	LogAction
course 	LogInformation
Understandable/Confusing Design 	LogResource
KAP 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
RA 	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
KAP 	LogUser
viewed 	LogAction
course 	LogInformation
HCI 	LogResource
RA 	LogUser
viewed 	LogAction
course 	LogInformation
HCI 	LogResource
MFF 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
MFF 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
MFF 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
General HCI Discussions 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Bad cup design! 	LogResource
HK 	LogUser
viewed 	LogAction
course 	LogInformation
General HCI Discussions 	LogResource
HK h	LogUser
viewed 	LogAction
course 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
course 	LogInformation
Understandable/Confusing Design 	LogResource
HK 	LogUser
viewed 	LogAction
course 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
course 	LogInformation
Bad cup design! 	LogResource
HK 	LogUser
viewed 	LogUser
forum topic 	LogInformation
General HCI Discussions 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Understandable/Confusing Design 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
forum topic 	LogInformation
Bad cup design! 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
HK 	LogUser
viewed 	LogResource
forum discussion 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Bad cup design! 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
General HCI Discussions 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
CS260 Human Computer Interaction 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Understandable/Confusing Design 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
HCI 	LogResource
HK 	LogUser
viewed 	LogAction
forum discussion 	LogInformation
Bad cup design!.	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-7-The Computer 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-12-13-Prototyping 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture3-Designof EverydayThings 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture4-6-TheHuman 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture11-UCD 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture2-Introduction HCI 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-7-The Computer 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-12-13-Prototyping 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture3-Designof EverydayThings 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture4-6-TheHuman 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture11-UCD 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture2-Introduction HCI 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-7-The Computer 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-12-13-Prototyping 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture3-Designof EverydayThings 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture4-6-TheHuman 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture11-UCD 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture2-Introduction HCI 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-10b-HCI Projects 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-7-The Computer 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture-12-13-Prototyping 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture3-Designof EverydayThings 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture4-6-TheHuman 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260 Human Computer Interaction 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture11-UCD 	LogResource
MA 	LogUser
viewed 	LogAction
resource 	LogInformation
CS260-Lecture2-Introduction HCI 	LogResource
CS260-Lecture-10b-HCI Projects 	LogResource
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
CS260-Lecture-7-The Computer 	LogResource
CS260-Lecture-12-13-Prototyping 	LogResource
CS260-Lecture3-Designof EverydayThings 	LogResource
CS260-Lecture4-6-TheHuman 	LogResource
CS260-Lecture11-UCD 	LogResource
CS260-Lecture-10b-HCI Projects 	LogResource
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
CS260-Lecture-7-The Computer 	LogResource
CS260-Lecture-12-13-Prototyping 	LogResource
CS260-Lecture3-Designof EverydayThings 	LogResource
CS260-Lecture4-6-TheHuman 	LogResource
CS260-Lecture11-UCD 	LogResource
CS260-Lecture-10b-HCI Projects 	LogResource
CS260-Lecture-9-10-DontMakeMeThink 	LogResource
CS260-Lecture-7-The Computer 	LogResource
CS260-Lecture-12-13-Prototyping 	LogResource
CS260-Lecture3-Designof EverydayThings 	LogResource
CS260-Lecture4-6-TheHuman 	LogResource
CS260 Human Computer Interaction 	LogResource
CS260-Lecture11-UCD 	LogResource
